Age,Gender,Race,Precinct,Total Voters: 2020
50 to 64,Unknown,Asian,Rochester W1 P2,1
50 to 64,Unknown,Asian,Rochester W1 P4,1
50 to 64,Unknown,Asian,Rochester W1 P5,2
50 to 64,Unknown,Asian,Rochester W1 P6,2
50 to 64,Unknown,Asian,Rochester W1 P7,11
50 to 64,Unknown,Asian,Rochester W2 P1,2
50 to 64,Unknown,Asian,Rochester W2 P10,4
50 to 64,Unknown,Asian,Rochester W2 P11,2
50 to 64,Unknown,Asian,Rochester W2 P3,1
50 to 64,Unknown,Asian,Rochester W2 P4,1
50 to 64,Unknown,Asian,Rochester W2 P5,1
50 to 64,Unknown,Asian,Rochester W4 P11,1
50 to 64,Unknown,Asian,Rochester W5 P14,1
50 to 64,Unknown,Asian,Canisteo Twp.,2
50 to 64,Unknown,Asian,Rochester W1 P11,1
50 to 64,Unknown,Asian,Rochester W1 P12,1
50 to 64,Unknown,Asian,Rochester W1 P13,3
50 to 64,Unknown,Asian,Rochester W1 P2,1
50 to 64,Unknown,Asian,Rochester W1 P4,1
50 to 64,Unknown,Asian,Rochester W1 P6,3
50 to 64,Unknown,Asian,Rochester W1 P7,8
50 to 64,Unknown,Asian,Rochester W2 P1,3
50 to 64,Unknown,Asian,Rochester W2 P11,2
50 to 64,Unknown,Asian,Rochester W2 P2,1
50 to 64,Unknown,Asian,Rochester W2 P5,3
50 to 64,Unknown,Asian,Rochester W2 P6,1
50 to 64,Unknown,Asian,Rochester W2 P9,1
50 to 64,Unknown,Asian,Rochester W4 P10,2
50 to 64,Unknown,Asian,Rochester W4 P12,1
50 to 64,Unknown,Asian,Rochester W4 P8,1
50 to 64,Unknown,Asian,Rochester W1 P10,1
50 to 64,Unknown,Asian,Rochester W1 P8,1
50 to 64,Unknown,Asian,Rochester W2 P1,2
50 to 64,Unknown,Asian,Rochester W2 P10,3
50 to 64,Unknown,Asian,Rochester W2 P3,1
50 to 64,Unknown,Asian,Rochester W4 P11,1
50 to 64,Unknown,Black,Rochester W1 P10,1
50 to 64,Unknown,Black,Rochester W2 P1,2
50 to 64,Unknown,Black,Rochester W4 P10,1
50 to 64,Unknown,Black,Rochester W4 P11,1
50 to 64,Unknown,Black,Rochester W4 P9,3
50 to 64,Unknown,Black,Rochester W5 P14,2
50 to 64,Unknown,Black,Rochester W1 P4,1
50 to 64,Unknown,Black,Rochester W1 P5,1
50 to 64,Unknown,Black,Rochester W1 P8,1
50 to 64,Unknown,Black,Rochester W2 P1,2
50 to 64,Unknown,Black,Rochester W2 P10,1
50 to 64,Unknown,Black,Rochester W2 P2,3
50 to 64,Unknown,Black,Rochester W2 P5,1
50 to 64,Unknown,Black,Rochester W2 P6,1
50 to 64,Unknown,Black,Rochester W4 P10,3
50 to 64,Unknown,Black,Rochester W4 P11,1
50 to 64,Unknown,Black,Rochester W4 P12,1
50 to 64,Unknown,Black,Rochester W4 P8,2
50 to 64,Unknown,Black,Rochester W4 P9,2
50 to 64,Unknown,Black,Rochester W2 P2,1
50 to 64,Unknown,Black,Rochester W2 P3,1
50 to 64,Unknown,Black,Rochester W2 P6,1
50 to 64,Unknown,Black,Rochester W2 P9,1
50 to 64,Unknown,Black,Rochester W4 P10,1
50 to 64,Unknown,Black,Rochester W4 P11,1
50 to 64,Unknown,Black,Rochester W4 P8,2
50 to 64,Unknown,Black,Rochester W4 P9,4
50 to 64,Unknown,Hispanic,Kasson P-3,1
50 to 64,Unknown,Hispanic,Rochester W2 P2,1
50 to 64,Unknown,Hispanic,Rochester W4 P9,1
50 to 64,Unknown,Hispanic,Rochester W1 P4,1
50 to 64,Unknown,White,Byron,4
50 to 64,Unknown,White,Canisteo Twp.,2
50 to 64,Unknown,White,Dodge Center P-1,2
50 to 64,Unknown,White,Hayfield,3
50 to 64,Unknown,White,Kasson P-2,2
50 to 64,Unknown,White,Kasson P-3,1
50 to 64,Unknown,White,Mantorville Twp.,1
50 to 64,Unknown,White,Milton Twp.,1
50 to 64,Unknown,White,Rochester Twp P-1,2
50 to 64,Unknown,White,Rochester Twp P-2,1
50 to 64,Unknown,White,Rochester W1 P1,1
50 to 64,Unknown,White,Rochester W1 P10,1
50 to 64,Unknown,White,Rochester W1 P11,1
50 to 64,Unknown,White,Rochester W1 P12,2
50 to 64,Unknown,White,Rochester W1 P13,3
50 to 64,Unknown,White,Rochester W1 P2,2
50 to 64,Unknown,White,Rochester W1 P4,1
50 to 64,Unknown,White,Rochester W1 P5,1
50 to 64,Unknown,White,Rochester W1 P6,2
50 to 64,Unknown,White,Rochester W1 P7,2
50 to 64,Unknown,White,Rochester W1 P8,3
50 to 64,Unknown,White,Rochester W2 P1,2
50 to 64,Unknown,White,Rochester W2 P10,3
50 to 64,Unknown,White,Rochester W2 P11,1
50 to 64,Unknown,White,Rochester W2 P3,1
50 to 64,Unknown,White,Rochester W2 P4,3
50 to 64,Unknown,White,Rochester W2 P6,1
50 to 64,Unknown,White,Rochester W5 P14,2
50 to 64,Unknown,White,Salem Twp.,1
50 to 64,Unknown,White,Stewartville,4
50 to 64,Unknown,White,Dodge Center P-1,1
50 to 64,Unknown,White,Dodge Center P-2,1
50 to 64,Unknown,White,Hayfield,1
50 to 64,Unknown,White,Kalmar Twp.,1
50 to 64,Unknown,White,Kasson P-2,1
50 to 64,Unknown,White,Rochester W1 P1,1
50 to 64,Unknown,White,Rochester W1 P12,2
50 to 64,Unknown,White,Rochester W1 P13,1
50 to 64,Unknown,White,Rochester W1 P2,2
50 to 64,Unknown,White,Rochester W1 P7,2
50 to 64,Unknown,White,Rochester W1 P8,1
50 to 64,Unknown,White,Rochester W1 P9,1
50 to 64,Unknown,White,Rochester W2 P10,4
50 to 64,Unknown,White,Rochester W2 P2,3
50 to 64,Unknown,White,Rochester W2 P3,2
50 to 64,Unknown,White,Rochester W2 P4,2
50 to 64,Unknown,White,Rochester W2 P6,1
50 to 64,Unknown,White,Rochester W4 P10,1
50 to 64,Unknown,White,Rochester W4 P12,1
50 to 64,Unknown,White,Rochester W4 P8,1
50 to 64,Unknown,White,Rock Dell Twp.,1
50 to 64,Unknown,White,Stewartville,3
50 to 64,Unknown,White,Wasioja Twp.,2
50 to 64,Unknown,White,Byron,1
50 to 64,Unknown,White,Kalmar Twp.,1
50 to 64,Unknown,White,Rochester Twp P-1,3
50 to 64,Unknown,White,Rochester W1 P6,1
50 to 64,Unknown,White,Rochester W1 P8,1
50 to 64,Unknown,White,Rochester W2 P1,1
50 to 64,Unknown,White,Rochester W2 P10,1
50 to 64,Unknown,White,Rochester W2 P6,1
50 to 64,Unknown,White,Rochester W2 P9,1
50 to 64,Unknown,White,Rochester W4 P11,1
50 to 64,Unknown,White,Rochester W4 P12,1
65+,Male,Asian,Byron,2
65+,Male,Asian,Rochester Twp P-1,6
65+,Male,Asian,Rochester W1 P1,2
65+,Male,Asian,Rochester W1 P11,2
65+,Male,Asian,Rochester W1 P13,2
65+,Male,Asian,Rochester W1 P14,1
65+,Male,Asian,Rochester W1 P2,3
65+,Male,Asian,Rochester W1 P4,2
65+,Male,Asian,Rochester W1 P6,1
65+,Male,Asian,Rochester W1 P7,2
65+,Male,Asian,Rochester W2 P1,1
65+,Male,Asian,Rochester W2 P10,4
65+,Male,Asian,Rochester W2 P11,6
65+,Male,Asian,Rochester W2 P2,2
65+,Male,Asian,Rochester W2 P3,2
65+,Male,Asian,Rochester W2 P9,2
65+,Male,Asian,Rochester W4 P8,2
65+,Male,Asian,Rochester W4 P9,1
65+,Male,Asian,Rochester W1 P1,2
65+,Male,Asian,Rochester W1 P11,1
65+,Male,Asian,Rochester W1 P2,3
65+,Male,Asian,Rochester W1 P7,1
65+,Male,Asian,Rochester W2 P10,2
65+,Male,Asian,Rochester W2 P5,1
65+,Male,Asian,Rochester W2 P6,1
65+,Male,Asian,Rochester W4 P10,1
65+,Male,Asian,Rochester W4 P11,1
65+,Male,Asian,Rochester W4 P12,1
65+,Male,Asian,Rochester W4 P9,1
65+,Male,Asian,Rochester Twp P-1,1
65+,Male,Asian,Rochester W1 P4,1
65+,Male,Asian,Rochester W1 P6,1
65+,Male,Asian,Rochester W2 P1,1
65+,Male,Asian,Rochester W2 P2,1
65+,Male,Asian,Rochester W2 P9,1
65+,Male,Asian,Rochester W4 P10,1
65+,Male,Asian,Rochester W4 P11,1
65+,Male,Asian,Rochester W4 P12,1
65+,Male,Asian,Rochester W4 P9,2
65+,Male,Black,Rochester W1 P13,1
65+,Male,Black,Rochester W1 P7,1
65+,Male,Black,Rochester W2 P1,1
65+,Male,Black,Rochester W4 P10,1
65+,Male,Black,Rochester W4 P8,2
65+,Male,Black,Rochester W4 P9,2
65+,Male,Black,Rochester W1 P10,1
65+,Male,Black,Rochester W2 P1,3
65+,Male,Black,Rochester W2 P2,1
65+,Male,Black,Rochester W4 P10,4
65+,Male,Black,Rochester W4 P8,2
65+,Male,Black,Rochester W4 P9,2
65+,Male,Black,Rochester W1 P14,1
65+,Male,Black,Rochester W2 P2,1
65+,Male,Black,Rochester W4 P10,2
65+,Male,Black,Rochester W4 P11,3
65+,Male,Black,Rochester W4 P12,1
65+,Male,Hispanic,Byron,1
65+,Male,Hispanic,Rochester W1 P11,1
65+,Male,Hispanic,Rochester W4 P9,1
65+,Male,Hispanic,Byron,3
65+,Male,Hispanic,Kasson P-3,1
65+,Male,Hispanic,Mantorville,1
65+,Male,Hispanic,Rochester W1 P1,1
65+,Male,Hispanic,Rochester W1 P13,1
65+,Male,Hispanic,Rochester W1 P2,3
65+,Male,Hispanic,Rochester W1 P4,1
65+,Male,Hispanic,Rochester W1 P6,1
65+,Male,Hispanic,Rochester W1 P8,1
65+,Male,Hispanic,Rochester W2 P10,1
65+,Male,Hispanic,Rochester W2 P2,1
65+,Male,Hispanic,Rochester W2 P4,1
65+,Male,Hispanic,Rochester W2 P6,1
65+,Male,Hispanic,Rochester W4 P13,1
65+,Male,Hispanic,Canisteo Twp.,1
65+,Male,Hispanic,Rochester Twp P-1,1
65+,Male,Hispanic,Rochester W1 P12,2
65+,Male,Hispanic,Rochester W1 P2,1
65+,Male,Hispanic,Rochester W1 P4,1
65+,Male,Hispanic,Rochester W1 P7,1
65+,Male,Hispanic,Rochester W2 P4,1
65+,Male,Hispanic,Rochester W4 P8,1
65+,Male,Hispanic,Rochester W5 P14,1
65+,Male,White,Ashland Twp.,38
65+,Male,White,Byron,276
65+,Male,White,Canisteo Twp.,68
65+,Male,White,Cascade Twp. P-3,45
65+,Male,White,Claremont,21
65+,Male,White,Claremont Twp.,38
65+,Male,White,Concord Twp.,47
65+,Male,White,Dodge Center P-1,97
65+,Male,White,Dodge Center P-2,38
65+,Male,White,Ellington Twp.,20
65+,Male,White,Hayfield,96
65+,Male,White,Hayfield Twp.,34
65+,Male,White,High Forest Twp.,100
65+,Male,White,Kalmar Twp.,106
65+,Male,White,Kasson P-1,19
65+,Male,White,Kasson P-2,227
65+,Male,White,Kasson P-3,70
65+,Male,White,Mantorville,75
65+,Male,White,Mantorville Twp.,143
65+,Male,White,Milton Twp.,68
65+,Male,White,Ripley Twp.,13
65+,Male,White,Rochester Twp P-1,138
65+,Male,White,Rochester Twp P-2,41
65+,Male,White,Rochester Twp P-3,8
65+,Male,White,Rochester W1 P1,185
65+,Male,White,Rochester W1 P10,63
65+,Male,White,Rochester W1 P11,135
65+,Male,White,Rochester W1 P12,66
65+,Male,White,Rochester W1 P13,107
65+,Male,White,Rochester W1 P14,18
65+,Male,White,Rochester W1 P2,167
65+,Male,White,Rochester W1 P4,149
65+,Male,White,Rochester W1 P5,100
65+,Male,White,Rochester W1 P6,90
65+,Male,White,Rochester W1 P7,83
65+,Male,White,Rochester W1 P8,143
65+,Male,White,Rochester W1 P9,57
65+,Male,White,Rochester W2 P1,52
65+,Male,White,Rochester W2 P10,179
65+,Male,White,Rochester W2 P11,149
65+,Male,White,Rochester W2 P2,79
65+,Male,White,Rochester W2 P3,45
65+,Male,White,Rochester W2 P4,105
65+,Male,White,Rochester W2 P5,56
65+,Male,White,Rochester W2 P6,87
65+,Male,White,Rochester W2 P9,124
65+,Male,White,Rochester W4 P10,44
65+,Male,White,Rochester W4 P11,29
65+,Male,White,Rochester W4 P12,66
65+,Male,White,Rochester W4 P13,78
65+,Male,White,Rochester W4 P8,57
65+,Male,White,Rochester W4 P9,13
65+,Male,White,Rochester W5 P14,34
65+,Male,White,Rock Dell Twp.,69
65+,Male,White,Salem Twp.,126
65+,Male,White,Stewartville,340
65+,Male,White,Vernon Twp.,49
65+,Male,White,Wasioja Twp.,65
65+,Male,White,West Concord,50
65+,Male,White,Westfield Twp.,29
65+,Male,White,Ashland Twp.,2
65+,Male,White,Byron,5
65+,Male,White,Canisteo Twp.,1
65+,Male,White,Cascade Twp. P-3,1
65+,Male,White,Claremont,2
65+,Male,White,Claremont Twp.,1
65+,Male,White,Concord Twp.,2
65+,Male,White,Dodge Center P-1,8
65+,Male,White,Dodge Center P-2,1
65+,Male,White,Hayfield,5
65+,Male,White,Hayfield Twp.,1
65+,Male,White,High Forest Twp.,3
65+,Male,White,Kalmar Twp.,4
65+,Male,White,Kasson P-1,1
65+,Male,White,Kasson P-2,5
65+,Male,White,Kasson P-3,7
65+,Male,White,Mantorville,1
65+,Male,White,Mantorville Twp.,1
65+,Male,White,Milton Twp.,3
65+,Male,White,Ripley Twp.,2
65+,Male,White,Rochester Twp P-1,3
65+,Male,White,Rochester Twp P-2,4
65+,Male,White,Rochester W1 P1,9
65+,Male,White,Rochester W1 P10,3
65+,Male,White,Rochester W1 P11,6
65+,Male,White,Rochester W1 P12,3
65+,Male,White,Rochester W1 P13,2
65+,Male,White,Rochester W1 P14,1
65+,Male,White,Rochester W1 P2,5
65+,Male,White,Rochester W1 P4,5
65+,Male,White,Rochester W1 P5,6
65+,Male,White,Rochester W1 P6,3
65+,Male,White,Rochester W1 P8,4
65+,Male,White,Rochester W1 P9,3
65+,Male,White,Rochester W2 P1,6
65+,Male,White,Rochester W2 P10,1
65+,Male,White,Rochester W2 P11,3
65+,Male,White,Rochester W2 P2,1
65+,Male,White,Rochester W2 P3,2
65+,Male,White,Rochester W2 P4,6
65+,Male,White,Rochester W2 P5,2
65+,Male,White,Rochester W2 P6,2
65+,Male,White,Rochester W2 P9,3
65+,Male,White,Rochester W4 P10,2
65+,Male,White,Rochester W4 P11,1
65+,Male,White,Rochester W4 P12,6
65+,Male,White,Rochester W4 P13,2
65+,Male,White,Rochester W4 P8,1
65+,Male,White,Rochester W4 P9,2
65+,Male,White,Rochester W5 P14,1
65+,Male,White,Rock Dell Twp.,1
65+,Male,White,Salem Twp.,2
65+,Male,White,Stewartville,9
65+,Male,White,Wasioja Twp.,2
65+,Male,White,West Concord,2
65+,Male,White,Concord Twp.,1
65+,Male,White,Dodge Center P-1,1
65+,Male,White,Dodge Center P-2,1
65+,Male,White,High Forest Twp.,1
65+,Male,White,Kalmar Twp.,1
65+,Male,White,Kasson P-2,2
65+,Male,White,Rochester Twp P-1,2
65+,Male,White,Rochester W1 P1,3
65+,Male,White,Rochester W1 P13,1
65+,Male,White,Rochester W1 P14,1
65+,Male,White,Rochester W1 P2,1
65+,Male,White,Rochester W1 P4,3
65+,Male,White,Rochester W1 P5,2
65+,Male,White,Rochester W1 P6,1
65+,Male,White,Rochester W1 P7,1
65+,Male,White,Rochester W1 P8,1
65+,Male,White,Rochester W1 P9,2
65+,Male,White,Rochester W2 P1,3
65+,Male,White,Rochester W2 P10,2
65+,Male,White,Rochester W2 P11,5
65+,Male,White,Rochester W2 P2,1
65+,Male,White,Rochester W2 P4,1
65+,Male,White,Rochester W2 P5,3
65+,Male,White,Rochester W2 P6,2
65+,Male,White,Rochester W4 P11,2
65+,Male,White,Rochester W4 P13,1
65+,Male,White,Rochester W4 P8,4
65+,Male,White,Rochester W5 P14,1
65+,Male,White,Rock Dell Twp.,1
65+,Male,White,Stewartville,3
65+,Male,White,Wasioja Twp.,2
65+,Male,White,Westfield Twp.,1
65+,Female,Asian,Ashland Twp.,1
65+,Female,Asian,High Forest Twp.,1
65+,Female,Asian,Rochester Twp P-1,4
65+,Female,Asian,Rochester W1 P1,3
65+,Female,Asian,Rochester W1 P12,1
65+,Female,Asian,Rochester W1 P13,3
65+,Female,Asian,Rochester W1 P2,3
65+,Female,Asian,Rochester W1 P4,1
65+,Female,Asian,Rochester W1 P7,6
65+,Female,Asian,Rochester W1 P8,1
65+,Female,Asian,Rochester W2 P10,3
65+,Female,Asian,Rochester W2 P11,4
65+,Female,Asian,Rochester W2 P2,2
65+,Female,Asian,Rochester W2 P9,2
65+,Female,Asian,Rochester W4 P11,2
65+,Female,Asian,Rochester W4 P8,1
65+,Female,Asian,Milton Twp.,1
65+,Female,Asian,Rochester Twp P-1,3
65+,Female,Asian,Rochester W1 P1,1
65+,Female,Asian,Rochester W1 P11,1
65+,Female,Asian,Rochester W1 P7,2
65+,Female,Asian,Rochester W1 P8,2
65+,Female,Asian,Rochester W1 P9,1
65+,Female,Asian,Rochester W2 P1,3
65+,Female,Asian,Rochester W2 P10,1
65+,Female,Asian,Rochester W2 P11,2
65+,Female,Asian,Rochester W2 P2,1
65+,Female,Asian,Rochester W2 P4,1
65+,Female,Asian,Rochester W2 P6,1
65+,Female,Asian,Rochester W4 P11,1
65+,Female,Asian,Rochester W4 P9,1
65+,Female,Asian,Cascade Twp. P-3,1
65+,Female,Asian,Rochester W1 P8,1
65+,Female,Asian,Rochester W2 P4,1
65+,Female,Asian,Rochester W2 P6,1
65+,Female,Asian,Rochester W2 P9,1
65+,Female,Asian,Rochester W4 P12,1
65+,Female,Asian,Rochester W4 P9,1
65+,Female,Black,Rochester W2 P10,1
65+,Female,Black,Rochester W2 P6,1
65+,Female,Black,Rochester W4 P10,3
65+,Female,Black,Rochester W4 P9,6
65+,Female,Black,Rochester W1 P12,1
65+,Female,Black,Rochester W1 P4,1
65+,Female,Black,Rochester W1 P5,1
65+,Female,Black,Rochester W2 P10,1
65+,Female,Black,Rochester W2 P11,1
65+,Female,Black,Rochester W2 P2,1
65+,Female,Black,Rochester W2 P3,1
65+,Female,Black,Rochester W2 P6,1
65+,Female,Black,Rochester W4 P10,1
65+,Female,Black,Rochester W4 P11,5
65+,Female,Black,Rochester W4 P9,4
65+,Female,Black,Rochester W2 P1,2
65+,Female,Black,Rochester W2 P11,1
65+,Female,Black,Rochester W4 P11,1
65+,Female,Black,Rochester W4 P9,2
65+,Female,Hispanic,Dodge Center P-1,2
65+,Female,Hispanic,Kasson P-3,1
65+,Female,Hispanic,Rochester Twp P-1,1
65+,Female,Hispanic,Rochester W1 P12,1
65+,Female,Hispanic,Rochester W1 P7,1
65+,Female,Hispanic,Rochester W1 P8,1
65+,Female,Hispanic,Rochester W2 P4,3
65+,Female,Hispanic,Rochester W2 P6,1
65+,Female,Hispanic,Rochester W4 P10,1
65+,Female,Hispanic,Rochester W4 P11,1
65+,Female,Hispanic,Rochester W4 P8,1
65+,Female,Hispanic,Rochester W4 P9,3
65+,Female,Hispanic,Byron,1
65+,Female,Hispanic,Rochester W4 P12,1
65+,Female,White,Ashland Twp.,33
65+,Female,White,Byron,353
65+,Female,White,Canisteo Twp.,61
65+,Female,White,Cascade Twp. P-3,46
65+,Female,White,Claremont,18
65+,Female,White,Claremont Twp.,37
65+,Female,White,Concord Twp.,51
65+,Female,White,Dodge Center P-1,103
65+,Female,White,Dodge Center P-2,47
65+,Female,White,Ellington Twp.,23
65+,Female,White,Hayfield,120
65+,Female,White,Hayfield Twp.,25
65+,Female,White,High Forest Twp.,100
65+,Female,White,Kalmar Twp.,108
65+,Female,White,Kasson P-1,12
65+,Female,White,Kasson P-2,308
65+,Female,White,Kasson P-3,95
65+,Female,White,Mantorville,80
65+,Female,White,Mantorville Twp.,125
65+,Female,White,Milton Twp.,66
65+,Female,White,Ripley Twp.,6
65+,Female,White,Rochester Twp P-1,118
65+,Female,White,Rochester Twp P-2,33
65+,Female,White,Rochester Twp P-3,6
65+,Female,White,Rochester W1 P1,253
65+,Female,White,Rochester W1 P10,67
65+,Female,White,Rochester W1 P11,169
65+,Female,White,Rochester W1 P12,71
65+,Female,White,Rochester W1 P13,127
65+,Female,White,Rochester W1 P14,28
65+,Female,White,Rochester W1 P2,199
65+,Female,White,Rochester W1 P4,170
65+,Female,White,Rochester W1 P5,141
65+,Female,White,Rochester W1 P6,86
65+,Female,White,Rochester W1 P7,79
65+,Female,White,Rochester W1 P8,149
65+,Female,White,Rochester W1 P9,41
65+,Female,White,Rochester W2 P1,66
65+,Female,White,Rochester W2 P10,225
65+,Female,White,Rochester W2 P11,166
65+,Female,White,Rochester W2 P2,109
65+,Female,White,Rochester W2 P3,46
65+,Female,White,Rochester W2 P4,134
65+,Female,White,Rochester W2 P5,54
65+,Female,White,Rochester W2 P6,176
65+,Female,White,Rochester W2 P9,168
65+,Female,White,Rochester W4 P10,69
65+,Female,White,Rochester W4 P11,30
65+,Female,White,Rochester W4 P12,68
65+,Female,White,Rochester W4 P13,124
65+,Female,White,Rochester W4 P8,84
65+,Female,White,Rochester W4 P9,19
65+,Female,White,Rochester W5 P14,40
65+,Female,White,Rock Dell Twp.,59
65+,Female,White,Salem Twp.,106
65+,Female,White,Stewartville,450
65+,Female,White,Vernon Twp.,60
65+,Female,White,Wasioja Twp.,67
65+,Female,White,West Concord,56
65+,Female,White,Westfield Twp.,34
65+,Female,White,Byron,12
65+,Female,White,Canisteo Twp.,2
65+,Female,White,Claremont,3
65+,Female,White,Claremont Twp.,1
65+,Female,White,Dodge Center P-1,5
65+,Female,White,Dodge Center P-2,3
65+,Female,White,Hayfield,6
65+,Female,White,High Forest Twp.,3
65+,Female,White,Kalmar Twp.,2
65+,Female,White,Kasson P-2,6
65+,Female,White,Kasson P-3,7
65+,Female,White,Mantorville,5
65+,Female,White,Mantorville Twp.,5
65+,Female,White,Milton Twp.,1
65+,Female,White,Rochester Twp P-1,3
65+,Female,White,Rochester W1 P1,9
65+,Female,White,Rochester W1 P10,5
65+,Female,White,Rochester W1 P11,4
65+,Female,White,Rochester W1 P12,4
65+,Female,White,Rochester W1 P13,4
65+,Female,White,Rochester W1 P2,7
65+,Female,White,Rochester W1 P4,4
65+,Female,White,Rochester W1 P5,12
65+,Female,White,Rochester W1 P6,3
65+,Female,White,Rochester W1 P7,1
65+,Female,White,Rochester W1 P8,4
65+,Female,White,Rochester W1 P9,4
65+,Female,White,Rochester W2 P1,4
65+,Female,White,Rochester W2 P10,7
65+,Female,White,Rochester W2 P11,4
65+,Female,White,Rochester W2 P2,2
65+,Female,White,Rochester W2 P3,1
65+,Female,White,Rochester W2 P4,2
65+,Female,White,Rochester W2 P5,5
65+,Female,White,Rochester W2 P6,9
65+,Female,White,Rochester W2 P9,7
65+,Female,White,Rochester W4 P10,2
65+,Female,White,Rochester W4 P11,4
65+,Female,White,Rochester W4 P12,3
65+,Female,White,Rochester W4 P13,5
65+,Female,White,Rochester W4 P8,6
65+,Female,White,Rochester W4 P9,2
65+,Female,White,Rock Dell Twp.,2
65+,Female,White,Salem Twp.,3
65+,Female,White,Stewartville,9
65+,Female,White,Wasioja Twp.,3
65+,Female,White,West Concord,3
65+,Female,White,Westfield Twp.,1
65+,Female,White,Byron,4
65+,Female,White,Cascade Twp. P-3,1
65+,Female,White,Dodge Center P-2,1
65+,Female,White,Kasson P-2,2
65+,Female,White,Mantorville,1
65+,Female,White,Mantorville Twp.,1
65+,Female,White,Marion Twp. P-2,1
65+,Female,White,Rochester W1 P1,3
65+,Female,White,Rochester W1 P10,2
65+,Female,White,Rochester W1 P11,2
65+,Female,White,Rochester W1 P12,2
65+,Female,White,Rochester W1 P13,2
65+,Female,White,Rochester W1 P2,3
65+,Female,White,Rochester W1 P4,3
65+,Female,White,Rochester W1 P5,4
65+,Female,White,Rochester W1 P7,2
65+,Female,White,Rochester W1 P8,1
65+,Female,White,Rochester W1 P9,1
65+,Female,White,Rochester W2 P1,3
65+,Female,White,Rochester W2 P10,7
65+,Female,White,Rochester W2 P2,2
65+,Female,White,Rochester W2 P3,3
65+,Female,White,Rochester W2 P4,5
65+,Female,White,Rochester W2 P5,1
65+,Female,White,Rochester W2 P6,1
65+,Female,White,Rochester W2 P9,4
65+,Female,White,Rochester W4 P10,9
65+,Female,White,Rochester W4 P11,5
65+,Female,White,Rochester W4 P12,3
65+,Female,White,Rochester W4 P13,1
65+,Female,White,Rochester W4 P8,3
65+,Female,White,Rochester W4 P9,2
65+,Female,White,Rochester W5 P14,1
65+,Female,White,Salem Twp.,1
65+,Female,White,Stewartville,3
65+,Female,White,Wasioja Twp.,1
65+,Female,Unknown,Dodge Center P-1,1
65+,Unknown,Asian,Rochester Twp P-1,1
65+,Unknown,Asian,Rochester W1 P1,3
65+,Unknown,Asian,Rochester W1 P7,1
65+,Unknown,Asian,Rochester W1 P8,2
65+,Unknown,Asian,Rochester W2 P10,1
65+,Unknown,Asian,Rochester W2 P3,1
65+,Unknown,Asian,Rochester W2 P4,1
65+,Unknown,Asian,Rochester W2 P5,1
65+,Unknown,Asian,Rochester W2 P9,1
65+,Unknown,Asian,Rochester W1 P12,1
65+,Unknown,Asian,Rochester W1 P13,1
65+,Unknown,Asian,Rochester W1 P14,1
65+,Unknown,Asian,Rochester W1 P7,1
65+,Unknown,Asian,Rochester W2 P3,1
65+,Unknown,Asian,Rochester W2 P6,1
65+,Unknown,Asian,Rochester W4 P10,1
65+,Unknown,Asian,Rochester W1 P1,1
65+,Unknown,Asian,Rochester W1 P11,1
65+,Unknown,Asian,Rochester W1 P7,1
65+,Unknown,Asian,Rochester W1 P9,1
65+,Unknown,Black,Rochester W2 P11,1
65+,Unknown,Black,Rochester W4 P10,3
65+,Unknown,Black,Rochester W4 P11,1
65+,Unknown,Black,Rochester W4 P9,8
65+,Unknown,Black,Rochester W1 P2,1
65+,Unknown,Black,Rochester W1 P4,1
65+,Unknown,Black,Rochester W1 P7,1
65+,Unknown,Black,Rochester W2 P2,1
65+,Unknown,Black,Rochester W4 P9,3
65+,Unknown,Black,Stewartville,1
65+,Unknown,Black,Rochester W4 P11,2
65+,Unknown,Black,Rochester W4 P8,1
65+,Unknown,Black,Rochester W4 P9,4
65+,Unknown,White,Byron,3
65+,Unknown,White,Dodge Center P-1,1
65+,Unknown,White,Kasson P-1,1
65+,Unknown,White,Kasson P-3,1
65+,Unknown,White,Mantorville Twp.,3
65+,Unknown,White,Rochester Twp P-1,1
65+,Unknown,White,Rochester W1 P1,4
65+,Unknown,White,Rochester W1 P11,1
65+,Unknown,White,Rochester W1 P13,1
65+,Unknown,White,Rochester W1 P2,2
65+,Unknown,White,Rochester W1 P4,1
65+,Unknown,White,Rochester W1 P5,3
65+,Unknown,White,Rochester W1 P7,1
65+,Unknown,White,Rochester W1 P8,1
65+,Unknown,White,Rochester W2 P10,1
65+,Unknown,White,Rochester W2 P11,2
65+,Unknown,White,Rochester W2 P2,1
65+,Unknown,White,Rochester W2 P3,1
65+,Unknown,White,Rochester W2 P4,1
65+,Unknown,White,Rochester W2 P6,2
65+,Unknown,White,Rochester W4 P13,1
65+,Unknown,White,Salem Twp.,1
65+,Unknown,White,Stewartville,1
65+,Unknown,White,Byron,2
65+,Unknown,White,Rochester W1 P1,1
65+,Unknown,White,Rochester W1 P2,1
65+,Unknown,White,Rochester W1 P4,1
65+,Unknown,White,Rochester W2 P2,2
65+,Unknown,White,Rochester W2 P3,1
65+,Unknown,White,Rochester W4 P11,2
65+,Unknown,White,Rochester W5 P14,1
65+,Unknown,White,Westfield Twp.,1
65+,Unknown,White,Rochester W1 P1,1
65+,Unknown,White,Rochester W1 P5,1
65+,Unknown,White,Rochester W1 P8,1
65+,Unknown,White,Rochester W2 P10,1
65+,Unknown,White,Rochester W2 P6,1
,,,,
